phob	0.0997551	0.0638247	0.083143	0.0493668	-0.00905831	-0.15155	0.0165977	0.100687	-0.0266822	0.017758	0.00130916	0.0326606	0.0128823	0.00167843	-0.122718	0.0612826	0.0126452	0.090929	-0.0972714	-0.0119985	0.0309354	0.0283501	-0.0214245	0.086337	-0.0618849	0.0670804	0.0407325	-0.118476	-0.0107646	0.0899995	0.0042722	0.000482767	-0.0859158	0.058681	-0.0200614	-0.0520944	-0.135492	-0.0783046	0.0672487	-0.118966	0.00336734	-0.0484023	-0.00072896	-0.0241497	0.0888163	-0.0401934	-0.0646534	-0.0992349	0.0182523	0.142199	0.00415452	-0.113177	-0.116353	0.00276692	0.0894342	0.0207395	-0.0176076	0.0331467	-0.0366274	-0.0303002	-0.103753	0.0534737	0.0318692	-0.103794	-0.0829818	0.057995	-0.0249056	-0.0825756	0.00232224	0.0118789	-0.109526	0.0477141	0.0130338	0.00548291	0.103931	0.0712375	0.0336441	-0.0976051	-0.0475352	-0.0367592	0.0722655	-0.040098	-0.0415595	-0.0242734	-0.0124212	-0.00287002	0.013876	0.0403659	-0.0650563	-0.0523098	0.0804189	0.0610633	-0.0766657	-0.079369	-0.0213398	0.0248327	0.0753359	-0.000466681	0.0394578	-0.0272597
cpxr	0.0698299	0.0181209	0.00820952	0.0466262	-0.0091433	0.0460497	0.0882058	0.146572	-0.126956	-0.00160151	0.0453053	-0.0186855	-0.0906668	0.0587022	0.0806759	-0.00788141	0.0888485	0.0308813	-0.045564	0.00462356	0.0195155	0.0500428	-0.00481191	0.122599	-0.0904249	0.111932	0.0130064	-0.0557995	-0.0646543	0.0623902	0.0457373	-0.0847566	0.0399758	0.0359675	0.0625317	-0.0097085	-0.0641839	0.103146	-0.0257304	-0.0737251	0.0101183	-0.00117023	-0.0315676	0.067369	-0.0275481	-0.0737261	-0.0977617	0.0183987	0.0383847	0.10336	0.0817561	0.0639257	-0.0504662	-0.0037877	0.132042	-0.0484949	0.0658276	0.0718143	0.0317663	-0.0032226	0.0190405	-0.142931	-0.00352075	-0.0303763	-0.151688	-0.0449489	0.0567844	0.0867783	-0.0272025	0.0398537	-0.0520535	0.0839519	-0.000121581	-0.115348	0.034989	0.00865372	-0.0404459	-0.0499557	-0.0234781	-0.0567722	0.0420845	-0.101968	0.0453156	0.0132358	-0.0669143	-0.0476935	-0.0322308	0.0664799	0.00815717	0.0519007	0.0984294	-0.0619664	0.0686064	-0.175559	-0.0582477	-0.0263367	0.00818911	-0.111939	-0.104128	0.0368275
fur	-0.0344894	0.0289288	0.0219055	0.0886537	0.0459873	-0.193782	0.0553239	0.168587	-0.100521	-0.143054	-0.0314653	-0.0128852	0.0157981	-0.0121884	-0.0335203	-0.0194783	0.0362428	-0.0482568	-0.115249	-0.0154881	-0.0348783	0.00132193	-0.04026	0.19741	-0.00184644	0.0442238	-0.0175654	-0.00518205	-0.0320417	0.137168	-0.104008	0.166236	0.0681098	0.0493738	-0.109376	-0.0132541	-0.0156117	0.00456078	0.027419	0.0181668	-0.0389486	-0.0597615	-0.0266374	-0.0331143	0.0200462	-0.024806	-0.0335143	-0.0211939	-0.0313393	0.0412564	-0.0226083	0.078408	0.0538875	-0.0467962	0.0481301	-0.0878121	-0.00137303	0.0139425	0.0234966	-0.112318	-0.0399165	-0.107917	0.0907544	-0.0635814	-0.0775295	-0.0190684	0.0300868	0.0396079	0.166383	-0.0996705	-0.056524	-0.0163639	-0.0324604	0.027576	0.0357627	-0.00166862	-0.0918107	0.0247517	0.0426797	-0.183861	-0.161622	0.047129	0.0434469	-0.0127168	0.03935	-0.0995982	-0.126441	-0.0181376	-0.0790265	-0.0951404	-0.0303819	0.00451865	0.0296053	-0.0182917	0.0128304	-0.0767602	-0.0743251	-0.0589743	-0.0503141	-0.0206452
lrp	-0.0310614	0.0151305	0.112812	0.0233594	-0.150515	-0.0441908	0.0468018	0.0527765	-0.0902927	0.0366803	-0.0492346	0.0271652	0.0341442	-0.0258066	-0.130486	-0.0117248	0.0900286	0.0253898	-0.0312452	-0.0371633	-0.0767441	-0.00448229	0.0382649	0.133768	-0.0231904	0.0212961	-0.0814767	-0.0319018	-0.0417534	0.0647792	0.0270972	0.10123	-0.0457758	-0.0977246	-0.0464404	-0.0757024	-0.156841	0.155043	0.0281051	-0.057881	0.0113532	-0.0503087	0.124246	0.0696476	-0.0149281	-0.0357596	-0.0211444	-0.0713338	0.115884	-0.0428103	0.0248196	-0.0219947	0.0126167	0.0346735	0.0215299	-0.0263781	-0.0102282	0.156846	0.0289844	-0.0878831	0.0207833	-0.0935253	-0.0359241	-0.0541865	-0.094042	-0.0771043	-0.00029652	-0.0667976	-0.0403476	-0.0996856	-0.0570321	-0.0665679	0.0127451	0.0314009	0.0454715	0.181385	-0.0823606	-0.00618248	0.0341152	-0.00354664	-0.0907003	-0.0380011	0.0607788	-0.0774795	-0.0142976	0.00298099	-0.166661	0.0518591	-0.00726704	0.0117343	0.021041	-0.041353	0.0507503	0.0530802	-0.111769	-0.00595715	0.022174	-0.0096888	-0.0966603	-0.0125111
mode	0.05986	0.0695319	0.0158289	0.122921	-0.116821	-0.0780986	0.128891	-0.037461	-0.0339649	-0.103463	-0.0734726	-3.61495e-06	0.00738392	0.0161451	0.0640867	0.125467	0.0540622	0.0712086	-0.0602252	-0.0821391	0.210163	0.0342702	-0.0339219	0.0621938	0.106877	0.182499	-0.0917639	-0.150933	-0.0249443	0.071479	0.0577335	0.0107893	-0.0158258	0.0474756	0.0179433	0.20095	-0.090372	-0.028735	0.0501675	-0.0795885	0.0385267	0.0219666	-0.0137635	0.0101018	0.137795	-0.070872	-0.0415031	-0.0699073	0.169216	0.0681028	0.0116608	-0.0019243	-0.0133344	0.0540957	0.0830528	-0.0407958	0.093326	0.00378324	0.00739977	-0.101531	-0.05269	0.0123405	-0.00632079	-0.0821369	-0.130309	-0.0278992	0.0549023	0.024223	-0.018754	-0.181975	0.0899982	-0.00866416	0.048603	0.0286317	0.0657033	0.00644345	0.00280063	-0.0168979	0.0117391	0.0481858	0.0238397	-0.0592676	0.0260182	0.00657345	-0.0161923	-0.00668826	0.00677129	0.0350549	-0.0682501	0.0473086	-0.00119586	0.0394853	0.0006717	0.0125615	-0.0306687	-0.0242353	0.0935556	-0.0791606	-0.136579	0.0098923
flhdc	-0.00237061	0.000952598	0.0568995	0.144682	-0.0768115	0.042149	0.0423336	0.044992	-0.0535158	-0.0571494	0.0384758	0.0353721	0.00523654	0.00547229	-0.00620377	0.0556335	0.0703004	-0.00814658	-0.0149785	-0.0371709	-0.0208688	0.0413506	0.0160172	0.077439	0.0817324	0.0349361	-0.063171	-0.00074954	-0.0379179	0.0431316	0.0812528	0.101396	-0.0857503	0.0963065	0.0565539	0.039168	0.0466585	-0.0584789	0.0494834	-0.101971	-0.045937	0.051431	-0.0234913	-0.198176	0.0179178	-0.0700761	-0.0662428	-0.0288938	0.148505	0.104949	-0.155273	-0.0956135	-0.236879	0.0288891	0.124202	-0.112033	0.0989166	-0.00278773	-0.0248054	0.0218827	-0.0306741	-0.011725	-0.0364172	-0.126738	-0.0674825	-0.0151064	0.108346	-0.00307589	-0.0106799	-0.0887157	0.0630872	0.00240843	0.0466477	-0.00306189	0.00111243	0.0852148	0.0050083	-0.12682	-0.0494717	0.103071	-0.0323738	-0.157553	0.117043	0.0169069	0.0245675	-0.0121702	-0.0367808	0.0888861	0.00146674	0.000660148	0.102435	-0.013407	0.0247229	0.00958292	-0.10983	0.0658937	0.0308339	0.0611753	0.0270605	0.0624079
narl	0.0132476	0.0353201	0.0334298	0.003835	-0.0571868	-0.0181499	0.0351619	-0.0984772	-0.0437535	-0.0724039	0.140897	0.0568657	-0.130334	0.0940271	-0.0669803	0.0667686	0.0225256	0.0889907	-0.0894148	-0.0397047	0.0433634	0.0864991	-0.0542792	0.161196	0.0393084	0.00933398	0.0606372	-0.0575842	-0.0684455	-0.045149	0.0200718	0.113158	-0.0189375	-0.0485749	0.030416	0.163198	-0.0914052	0.0542742	0.01578	-0.0231746	0.0729647	0.0348542	0.0874186	-0.0100003	0.00889517	-0.0904655	0.0114576	0.0246433	-0.0330838	0.080121	-0.00138443	0.02725	-0.11713	0.0531181	-0.061518	0.0546691	0.00568636	-0.0060865	-0.114412	0.0420993	-0.0602721	0.0503584	0.0899739	-0.0458033	-0.118041	0.0518445	-0.0351287	0.0137485	-0.119612	-0.0394559	-0.101482	-0.0461351	0.144298	-0.0439435	0.107327	0.050541	0.0904112	-0.100379	-0.0248044	-0.105986	0.0385103	-0.155807	0.0241341	0.0319876	0.0460994	-0.0828721	-0.0266249	0.060204	-0.0108634	0.0157738	0.100715	-0.0654917	0.0505067	0.00828098	-0.0776257	-0.0542284	-0.0362966	0.012841	-0.0500686	0.0130466
arca	0.0398298	0.0648675	0.0293461	0.108724	-0.0160538	-0.0460334	-0.0166903	-0.078567	-0.0310516	0.117266	0.0427532	0.0919337	0.0438182	-0.0192505	-0.0555783	-0.0962735	0.060754	0.110404	0.0508358	-0.00238318	0.0401021	0.0594059	-0.083449	0.118613	0.0256905	0.0906511	-0.0262936	-0.0168876	-0.0129032	-0.000885165	0.0290647	0.0451971	-0.146918	0.0834545	-0.00909128	0.0910635	-0.0583027	-0.0223284	0.155133	0.0769459	0.0398677	0.0473005	0.162131	-0.112795	0.0844723	-0.109813	0.0101008	0.0593845	-0.0227173	0.113545	-0.0461475	-0.0741724	-0.0930496	-0.0055688	0.16899	-0.0344088	0.116627	0.0137398	0.0198568	0.00733437	0.0936436	0.084885	-0.0372984	-0.0963627	-0.0942489	-0.046754	0.00735307	-0.013381	0.025602	-0.120439	0.0999379	0.0790027	0.0926594	-0.101381	0.142565	0.124156	-0.0166385	-0.113024	0.0124088	-0.0903392	-0.0549585	-0.178273	-0.0238136	0.000323851	-0.0164895	-0.0525081	-0.0675221	0.0568611	0.0507308	-0.0857664	0.147391	0.00287736	0.0230861	-0.0314494	-0.0435994	-0.00763349	-0.124422	0.0209625	-0.10644	0.042188
soxs	-0.0586218	0.0566303	-0.0230142	0.145312	0.0904862	-0.131861	0.196405	0.047132	-0.136181	-0.0726655	-0.0309202	0.10007	-0.0571116	-0.0677476	-0.119186	-0.00160916	-0.0378735	-0.0236387	-0.0857431	-0.0794122	-0.00530518	0.0213619	0.0348082	0.0833704	-0.12092	0.0549652	0.0544269	0.0545889	-0.0216826	0.02562	0.0757741	0.0806613	-0.0207347	0.0582224	-0.0921846	0.0793872	-0.0302704	0.07275	0.0562124	-0.00907071	-0.0874467	-0.0153618	0.0708575	-0.100057	0.0975008	-0.126623	-0.0562877	-0.121184	-0.0254932	0.0426523	-0.00200494	-0.0626057	0.0511681	0.0946739	0.184702	-0.104511	0.0398144	-0.0049242	-0.059156	0.0139123	0.0234909	-0.0204398	0.0766853	-0.0812619	-0.118749	-0.113448	0.197601	0.0472833	0.0769284	-0.0220722	0.167461	0.00772092	0.130484	-0.0972027	-0.010094	0.00362925	-0.0546651	-0.0603588	-0.0336738	-0.112396	0.0294136	-0.0393802	-0.00801746	-0.0393856	-0.0366241	-0.0822321	0.0977756	0.0939526	0.0424144	-0.0785708	-0.00924528	-0.0124767	0.0103239	0.0143266	-0.12465	-0.0169305	-0.0898162	-0.0497955	-0.1091	0.00327067
fnr	0.00813003	0.11442	0.113408	0.00578488	-0.0565136	0.014976	0.0238306	-0.0620258	0.0699457	-0.0793452	0.00135003	-0.0265538	-0.0623334	-0.0528138	-0.0916015	-0.0351721	0.027585	0.0409278	-0.060155	0.0192747	0.0900681	0.0479373	-0.17541	0.0291272	-0.0337846	0.00842658	0.0395423	-0.0906847	-0.0476372	0.0929299	0.057405	0.0514848	-0.0515047	0.0276711	0.0605619	0.167538	-0.100639	0.0635032	0.0359829	0.124666	-0.0809718	0.0209083	-0.0125791	-0.0624818	0.040559	-0.0602543	0.0638123	-0.102066	-0.0252242	0.112919	-0.0465147	0.00773054	-0.112229	-0.0396539	0.00296565	-0.106984	0.0888346	-0.0214878	0.0249464	-0.00313573	-0.0318215	0.0712812	-0.0203172	0.049352	-0.0689719	0.0716533	-0.0213135	-0.0227816	-0.0691191	-0.0623266	0.0938482	0.0430551	0.169963	0.0970888	0.0596436	0.0116763	-0.125621	-0.0477709	-0.0763909	-0.0554461	0.00209721	-0.129191	0.0463188	0.0926104	0.0802028	-0.147492	-0.119521	0.0173278	-0.0568001	0.0505876	0.0846012	-0.00855338	0.117695	0.026695	-0.0176466	-0.0298109	-0.0741272	0.13611	-0.0690072	0.0385678
csgd	0.0332026	-0.00651426	0.029375	0.035267	0.0212569	0.00489585	0.0183126	0.0247142	0.068654	-0.0820524	0.0179028	-0.0526841	0.00550261	-0.0931284	0.0454921	-0.0748515	0.110123	0.0476706	-0.00234983	-0.0217456	-0.0380951	-0.0171545	-0.0693059	-0.0299909	-0.106525	0.025615	-0.0313664	-0.011034	-0.000520014	-0.00975694	-0.0442498	-0.0985799	-0.0303464	0.0461751	0.151432	-0.0763606	0.0350688	0.0107377	0.0452554	-0.0140944	-0.120449	0.0695032	-0.0878109	-0.0370381	-0.111244	-0.00218063	-0.0271401	0.0650562	0.156622	0.0389312	-0.00437089	-0.0680451	-0.0413369	0.0467017	-0.0858015	-0.0574913	-0.069621	-0.099701	0.073509	0.0567773	0.0453255	0.0119498	-0.0625444	0.0571497	-0.0668143	0.0632846	0.0423167	0.0267919	0.00705384	0.0178117	0.0593744	0.0443066	0.0373598	-0.118797	-0.0564622	0.065676	-0.0390131	-0.0414611	-0.0811407	0.0460126	0.0101907	-0.0694918	0.0919545	-0.00906763	0.0101772	0.0191811	-0.0975271	0.00681977	-0.0512203	-0.0132553	0.0100095	-0.0925399	-0.00679784	0.0821169	0.046957	-0.11938	0.0832338	0.056476	-0.0676544	-0.00115964
iscr	0.0515833	0.108749	-0.0494794	0.183747	-0.0392215	-0.0337586	0.0751092	0.127688	-0.0515864	0.0492662	-0.0179244	0.0613221	0.0381035	0.039261	-0.0264681	0.114271	0.0657646	-0.029558	-0.0678745	-0.03931	0.0365038	-0.00695667	-0.061653	0.142754	0.105225	0.0757907	0.000345288	-0.0649533	0.0457486	-0.0388627	-0.0627255	0.0464024	0.0250551	-0.0769579	-0.0710344	0.160779	-0.0294528	-0.0043588	0.0522776	-0.0818558	-0.0373347	0.0276857	0.0295498	-0.00939255	-0.0352827	-0.0531035	-0.0270315	0.0409271	0.0216917	0.0888816	0.0835123	0.0455205	-0.115263	-0.0217465	-0.0564768	-0.0792797	0.0311812	0.022252	0.0894447	-0.058248	0.0323004	0.0935813	0.0737734	-0.0585861	-0.209584	-0.0199703	0.031885	-0.0611801	0.0655914	-0.183683	0.0179365	-0.00151764	-0.0244364	-0.053435	0.0208277	0.108035	-0.0332854	-0.0804363	0.163398	-0.0665288	-0.135103	0.0186717	0.0212651	0.0181554	-0.00224878	-0.012387	-0.118353	-0.0323083	0.00720829	-0.0318921	0.031021	0.0542085	-0.0556937	-0.0685968	-0.00204526	-0.0305595	-0.0849767	-0.0412297	-0.0904555	0.121911
